img_url,name,price_list,shop_list
https://s.ek.ua/jpg/1194618.jpg,Canon EOS M100,20909,Click24.in.ua
https://s.ek.ua/jpg/1050469.jpg,Canon EOS 800D,38000,Horoshiy.com.ua
https://s.ek.ua/jpg/733115.jpg,Fujifilm X-M1,"15377,15377","Click24.in.ua,Click24.in.ua"
https://s.ek.ua/jpg/725832.jpg,Canon PowerShot SX540 HS,25000,Horoshiy.com.ua
https://s.ek.ua/jpg/1891532.jpg,Fujifilm X-S10,"58700,69260,69260,91351","KT-group.ua,click24.biz,Click24.in.ua,Ok24.in.ua"
https://s.ek.ua/jpg/1093280.jpg,Nikon D7500,"30000,35027,34631,32779,37125,50486,50486","KT-group.ua,Stylus.ua,Цифра,Touch,Denika.ua,click24.biz,Click24.in.ua"
https://s.ek.ua/jpg/2427055.jpg,Sony ZV-E1,"99999,99999,159386,159386,89999,89999,99999","Sony Centre,Moyo.ua,click24.biz,Click24.in.ua,Sony Centre,Sony Centre,Moyo.ua"
https://s.ek.ua/jpg/2244722.jpg,Nikon Z30,"57151,52751,52751,41774,57151,41774,50573","click24.biz,Click24.in.ua,click24.biz,click24.biz,Click24.in.ua,Click24.in.ua,Click24.in.ua"
https://s.ek.ua/jpg/1743356.jpg,Canon EOS 850D,"43060,40999,40999,40999,40999,40999,43783","Kvshop.com.ua,Stylus.ua,Цифра,Repka.ua,Moyo.ua,Sokol.ua,Tviy-Dim.com"
https://s.ek.ua/jpg/789645.jpg,Panasonic DMC-GX80,"22399,18349,21998,17361,25999","Panashop.com.ua,Denika.ua,Click24.in.ua,Horoshiy.com.ua,Panashop.com.ua"
https://s.ek.ua/jpg/2357336.jpg,Panasonic DC-S5 II,"79999,110468,110468","Moyo.ua,click24.biz,Click24.in.ua"
https://s.ek.ua/jpg/1307848.jpg,Panasonic DC-ZS200,"29999,29999,29999,32099,39465,39465,50312","Moyo.ua,Repka.ua,Sokol.ua,Tviy-Dim.com,click24.biz,Click24.in.ua,Ok24.in.ua"
https://s.ek.ua/jpg/1829904.jpg,Panasonic DC-G100,"38202,34064,41455,40416,34064,52266","Click24.in.ua,click24.biz,Ok24.in.ua,Timesport.com.ua,Click24.in.ua,Ok24.in.ua"
https://s.ek.ua/jpg/1602903.jpg,Panasonic DC-FZ1000 II,"25999,35196,35196,44740","Panashop.com.ua,click24.biz,Click24.in.ua,Ok24.in.ua"
https://s.ek.ua/jpg/2064605.jpg,Nikon Z fc,"33495,47132,47132,33495","Shopsmart.com.ua,click24.biz,Click24.in.ua,Pixeltech.com.ua"
https://s.ek.ua/jpg/2306692.jpg,Fujifilm X-T5,"75000,87037,87314,87499,92347,92347,77000","KT-group.ua,Цифра,Stylus.ua,Justbuy.com.ua,click24.biz,Click24.in.ua,KT-group.ua"
https://s.ek.ua/jpg/2093149.jpg,Ricoh GR IIIx,"49000,60461,54973,53000,54973,60461","KT-group.ua,click24.biz,Click24.in.ua,Horoshiy.com.ua,click24.biz,Click24.in.ua"
https://s.ek.ua/jpg/754137.jpg,Canon PowerShot G7X Mark II,"29708,29708,47401,25308,25308","click24.biz,Click24.in.ua,Ok24.in.ua,Click24.in.ua,click24.biz"
https://s.ek.ua/jpg/233253.jpg,Nikon D5200,20000,Horoshiy.com.ua
https://s.ek.ua/jpg/125585.jpg,Canon EOS 7D,17500,Horoshiy.com.ua
https://s.ek.ua/jpg/174212.jpg,Panasonic DMC-FT20,3460,Euro-technika.com.ua
